wall street(39,107)
van de(33,156)
in de(27,156)
in vs(19,129)
dit jaar(19,156)
geld en(18,156)
en goed(18,156)
in het(15,156)
op de(12,156)
west duitsland(11,57)
voor de(10,156)
economisch herstel(10,81)
herstel in(10,155)
den uyl(10,76)
van der(10,156)
in 1974(9,38)
van onze(9,156)
het kort(9,156)
de recessie(8,41)
recessie in(8,40)
van recessie(8,31)
nog niet(8,156)
en beleggen(8,63)
door wim(8,73)
de dollar(8,133)
goed door(8,156)
sparen en(7,155)
in japan(7,155)
amerikaanse economie(7,49)
miljoen werklozen(7,39)
jan bouwer(7,24)
op weg(7,156)
minister lubbers(7,19)
door jan(7,156)
edo brandt(7,19)
ed wisborg(6,14)
werkloosheid blijft(6,47)
in amerika(6,156)
in eerste(6,156)
nog steeds(6,156)
herstel van(6,156)
uit de(6,156)
aan de(6,156)
dat de(6,156)
meer winst(6,122)
groei in(6,108)
door geert(6,87)
geert jan(6,85)
jan laan(6,56)
in economie(6,70)
door rob(6,70)
over de(6,156)
van ommeren(5,156)
nog in(5,156)
in moeilijkheden(5,126)
door ed(5,151)
overzicht van(5,133)
van economie(5,87)
in west(5,155)
ons land(5,156)
moeilijk jaar(5,88)
voor het(5,156)
van capaciteit(5,99)
in 74(5,115)
economische groei(5,49)
economie in(5,88)
weg naar(5,156)
van gelder(5,156)
in herstel(5,85)
miljard in(5,49)
rekent op(5,156)
derde kwartaal(5,156)
new york(5,155)
het kabinet(5,156)
in duitsland(4,85)
niet meer(4,156)
de beurs(4,156)
niet te(4,156)
door cees(4,57)
tegen de(4,156)
winst in(4,143)
bij een(4,156)
onze correspondent(4,156)
eerste halfjaar(4,156)
bij de(4,156)
met de(4,156)
een nieuwe(4,156)
alleen maar(4,156)
om de(4,156)
onder druk(4,102)
helft van(4,156)
rode cijfers(4,33)
vorig jaar(4,156)
en werkloosheid(4,104)
korter werken(4,59)
minder olie(4,35)
rijke landen(4,75)
verlies bij(4,149)
in engeland(4,156)
zonder werk(4,156)
winst bij(4,126)
herstel door(4,106)
over economische(4,96)
minister duisenberg(4,10)
jaar vermoedelijk(4,114)
in 1976(4,37)
blijft bij(4,156)
verlies van(4,156)
de economie(4,142)
dank zij(4,156)
in wall(4,93)
onze beursredacteur(4,33)
flauw gestemd(4,122)
5,75 miljard(3,1)
recessie te(3,31)
economische recessie(3,35)
niet bereikt(3,156)
in jaarverslag(3,50)
arme landen(3,63)
in europa(3,156)
vs naar(3,56)
te boven(3,156)
nog geen(3,156)
auto industrie(3,39)
licht herstel(3,83)
hoopt op(3,155)
de werkloosheid(3,109)
is op(3,156)
van het(3,156)
japan op(3,132)
met een(3,156)
verhoging van(3,95)
vooral op(3,156)
voor een(3,156)
aan het(3,156)
de hele(3,95)
het wel(3,156)
niet uit(3,156)
van een(3,156)
meer dan(3,156)
minder winst(3,95)
oeso verwacht(3,25)
een miljoen(3,97)
werkloosheid in(3,106)
staat voor(3,156)
het eerst(3,156)
werkt op(3,156)
de wal(3,156)
en het(3,156)
het schip(3,156)
winstdaling van(3,28)
in v.s(3,39)
hoop op(3,156)
voor herstel(3,148)
kanttekeningen bij(3,46)
in 1975(3,53)
naar herstel(3,108)
begroting in(3,60)
fors lagere(3,25)
in tweede(3,155)
economische situatie(3,80)
lager resultaat(3,34)
zich over(3,156)
opleving van(3,100)
niet somber(3,91)
somber in(3,107)
dan verwacht(3,152)
rob warnderink(3,9)
warnderink vinke(3,29)
spoedig herstel(3,154)
half miljoen(3,83)
limburgs dagblad(3,53)
scholten honig(3,20)
ontslag voor(3,124)
niet zo(3,152)
vrije volk(3,106)
10 procent(3,133)
in toekomst(3,106)
street zeer(3,6)
op lange(3,154)
lange termijn(3,103)
volgend jaar(3,156)
verwacht dit(3,130)
duitsland en(3,74)
en nu(3,156)
nu de(3,156)
waarschuwing aan(3,156)
tekort aan(3,137)
denkt aan(3,156)
zet door(3,108)
rob jager(3,9)
grote concerns(3,53)
daalde met(3,106)
het niet(3,156)
vertrouwen in(3,156)
te hard(3,156)
vast gestemd(3,145)
zeer fors(3,43)
fors in(3,41)
en de(3,156)
recessie en(2,33)
en communisme(2,87)
bestrijding van(2,156)
in zicht(2,125)
samen de(2,125)
een economische(2,116)
lage koers(2,69)
oorzaak van(2,156)
in haven(2,126)
de inflatie(2,79)
noodlot van(2,110)
is nog(2,156)
onder invloed(2,138)
invloed van(2,156)
vs wordt(2,48)
eerst nog(2,156)
staan er(2,156)
er slecht(2,155)
slecht voor(2,153)
ford wil(2,21)
rokken in(2,115)
in parijs(2,156)
en recessie(2,17)
wereldbank in(2,44)
dupe van(2,141)
van economische(2,122)
europa nog(2,154)
meer op(2,156)
door klaas(2,142)
weer in(2,156)
teken van(2,89)
recessie de(2,22)
deze week(2,156)
westduitse economie(2,39)
recessie op(2,22)
congres tegen(2,101)
economie met(2,73)
sprong vooruit(2,99)
ten einde(2,156)
huidige recessie(2,19)
door snelle(2,113)
informatie door(2,56)
henk hoekstra(2,43)
mevrouw peron(2,15)
onder de(2,156)
strijd tegen(2,156)
recessie van(2,38)
bedrijven naar(2,156)
toe door(2,156)
door ruud(2,33)
ruud van(2,42)
van moock(2,87)
kamer van(2,156)
van koophandel(2,156)
situatie in(2,99)
van westduitse(2,44)
niet op(2,156)
op zoek(2,104)
zoek naar(2,122)
naar de(2,156)
de huidige(2,156)
leven in(2,156)
naar een(2,156)
nieuwe economische(2,88)
dat hij(2,156)
voor nieuwe(2,156)
na de(2,156)
als een(2,156)
van schmidt(2,149)
dat zou(2,156)
zou een(2,156)
kunnen hebben(2,156)
de eerste(2,156)
zou het(2,156)
worden gedaan(2,156)
terug te(2,156)
door de(2,156)
de koersdalingen(2,66)
amerika in(2,156)
zal worden(2,156)
maar een(2,156)
een sterke(2,156)
economische ontwikkeling(2,115)
hele wereld(2,65)
de olieprijs(2,36)
westerse wereld(2,52)
de amsterdamse(2,120)
amsterdamse effectenbeurs(2,52)
de v.s(2,95)
als de(2,156)
moet worden(2,156)
er van(2,156)
te verwachten(2,156)
al het(2,156)
kapitaal dat(2,155)
de rente(2,156)
de wereld(2,156)
werklozen in(2,58)
de waarheid(2,156)
verwacht geen(2,126)
ruim miljoen(2,55)
eerst sinds(2,135)
sinds 1958(2,37)
verbetering van(2,156)
vertrouwen van(2,156)
de textiel(2,95)
winst en(2,156)
en dividend(2,131)
wal en(2,156)
zette in(2,133)
in juli(2,140)
krachtig door(2,148)
van 61(2,156)
61 bij(2,120)
minder schepen(2,66)
miljoen voor(2,73)
voor verbetering(2,156)
van bevolking(2,156)
draait op(2,89)
op volle(2,140)
handel is(2,156)
is redelijk(2,143)
redelijk goed(2,155)
goedkope dollar(2,9)
dollar de(2,119)
de schuldige(2,156)
chamotte unie(2,48)
unie verwacht(2,4)
duidelijke verbetering(2,66)
agiobonus van(2,24)
tevreden over(2,156)
verwacht meer(2,95)
commissie meent(2,150)
beperkte capaciteit(2,69)
in 76(2,115)
bnp in(2,19)
50 miljoen(2,64)
dr zijlstra(2,70)
de vrouw(2,156)
jaar met(2,156)
cindu key(2,25)
basis voor(2,140)
thv international(2,6)
over herstel(2,75)
rekenen op(2,156)
gaat over(2,156)
bleef vrij(2,126)
amerikaans plan(2,34)
plan voor(2,156)
van den(2,156)
nationaal inkomen(2,93)
sombere situatie(2,21)
situatie op(2,91)
moeizaam op(2,77)
shell nederland(2,49)
nederland chemie(2,30)
op helft(2,40)
wending in(2,150)
in chemie(2,39)
chemie en(2,140)
engeland een(2,156)
vooroverleg voor(2,3)
overleg in(2,152)
japanse scheepsbouw(2,15)
verlaging van(2,156)
van belasting(2,156)
belasting in(2,156)
cda met(2,21)
lagere winst(2,62)
15,1 miljard(2,14)
stijgen met(2,112)
met 24(2,156)
machinefabriek in(2,101)
iets gedaald(2,137)
geen dividend(2,136)
crane nederland(2,14)
olieproduktie van(2,35)
van aramco(2,10)
uitzonderlijk hoge(2,49)
hoge winst(2,41)
gelatine delft(2,14)
tweede kamer(2,156)
lubbers over(2,21)
werken bij(2,156)
spreiding van(2,100)
resultaat bij(2,106)
grote moeilijkheden(2,62)
herstel het(2,75)
regering gaat(2,84)
de top(2,154)
groei van(2,155)
van nationaal(2,152)
buigt zich(2,135)
van eeg(2,83)
af van(2,156)
nederland haalt(2,27)
de gunst(2,156)
door jaap(2,89)
jaap metz(2,15)
hogere olieprijs(2,16)
vaak goedkoper(2,27)
goedkoper dan(2,62)
stacaravan of(2,27)
of boot(2,123)
in slechte(2,139)
slechte tijden(2,134)
juist meer(2,132)
door peter(2,127)
peter van(2,154)
der tuin(2,134)
londen weer(2,103)
weer flink(2,113)
flink lager(2,40)
herstel ook(2,48)
ook in(2,156)
in derde(2,140)
blijven nog(2,156)
nog achter(2,134)
douglas in(2,81)
ver vooruit(2,148)
er zit(2,138)
zit nog(2,151)
de luchtvaart(2,122)
economische vraagstukken(2,111)
uyl sprak(2,20)
sprak met(2,156)
met schmidt(2,36)
landen in(2,156)
voor minder(2,156)
esso nederland(2,44)
begin 1975(2,14)
klap voor(2,92)
komt maar(2,154)
trager dan(2,82)
dr witteveen(2,48)
mogelijk geen(2,102)
geen verhoging(2,57)
van opec(2,17)
op lagere(2,152)
had goed(2,133)
geeft moed(2,104)
de moeilijkheden(2,137)
overheid geen(2,108)
geen roet(2,91)
roet in(2,114)
het eten(2,156)
eten gooit(2,57)
industrie in(2,156)
vol gas(2,86)
nieuwe jaar(2,156)
jaar in(2,156)
imf voor(2,15)
voor engeland(2,156)
sterke man(2,115)
nu niet(2,156)
profiteert van(2,121)
hausse in(2,99)
grens bereikt(2,111)
geheel 1974(2,5)
hogere koersen(2,51)
op en(2,156)
van jaar(2,156)
jaar op(2,156)
macht van(2,133)
de vs(2,134)
overschot van(2,156)
economische malaise(2,52)
engeland zal(2,155)
zal blijven(2,156)
blijven toenemen(2,122)
frankrijk dit(2,146)
van regering(2,101)
regering in(2,132)
door gerard(2,137)
gerard krul(2,12)
miljoen mensen(2,43)
zeer vast(2,155)
ford voor(2,60)
vs al(2,51)
eindje op(2,100)
jaar misschien(2,115)
houdt rekening(2,106)
rekening met(2,156)
met forse(2,59)
forse winstdaling(2,23)
teruggang van(2,152)
van dit(2,156)
nieuws uit(2,156)
de provincie(2,156)
europese economie(2,48)
te groot(2,156)
die de(2,156)
de wonden(2,156)
eigen vermogen(2,139)
grote belangstelling(2,69)
toenemende werkloosheid(2,89)
aan industrielanden(2,1)
onzekerheid over(2,141)
kok van(2,156)
van ons(2,156)
huisvrouw te(2,115)
te hulp(2,156)
hulp door(2,155)
voor verdere(2,156)
verdere toekomst(2,109)
toekomst optimistisch(2,43)
fors lager(2,28)
strop van(2,98)
74 daf(2,12)
jaar weer(2,136)
kreeg vorig(2,36)
europese commissie(2,49)
commissie in(2,156)
benelux duitsland(2,20)
en frankrijk(2,156)
frankrijk moeten(2,127)
de daden(2,156)
in juni(2,141)
23 meer(2,38)
meer orders(2,86)
enkes in(2,1)
bonn uit(2,33)
ballast nedam(2,27)
werkloosheid zal(2,98)
nog toenemen(2,135)
meer hulp(2,123)
hulp uit(2,153)
bij deze(2,156)
deze inflatie(2,31)
fabrieken in(2,156)
op 40(2,156)
40 van(2,156)
120 miljard(2,27)
aan ruim(2,152)
ruim 10(2,156)
meer werkgelegenheid(2,67)
redding voor(2,126)
voor new(2,128)
groep van(2,155)
van tien(2,156)
dure plicht(2,125)
plicht voor(2,125)
in ons(2,156)
looptijd en(2,54)
en dollars(2,95)
goed voorbeeld(2,155)
vandaag bij(2,102)
bij lagere(2,119)
naar nieuwe(2,156)
nieuwe toekomst(2,134)
toekomst door(2,151)
door kees(2,90)
kees van(2,110)
der wild(2,43)
ter wereld(2,156)
wereld door(2,156)
worden door(2,156)
van loon(2,156)
jaar miljoen(2,40)
miljoen toeristen(2,39)
somber beeld(2,84)
de hoofdredacteur(2,150)
buiten de(2,156)
steeds meer(2,156)
bij het(2,156)
het bedrijfsleven(2,91)
in rotterdam(2,156)
in brief(2,110)
brief aan(2,156)
optimistisch over(2,91)
door louis(2,148)
het vrije(2,156)
derde wereld(2,43)
ruwe olie(2,122)
met 12(2,156)
12 procent(2,100)
loop van(2,156)
zo goed(2,141)
jaar nog(2,156)
nieuw voorstel(2,156)
poging om(2,156)
armste landen(2,30)
winst over(2,141)
over 1974(2,12)
beter resultaat(2,136)
street zette(2,12)
zette door(2,100)
york door(2,52)
klad in(2,98)
in tv(2,129)
reclame in(2,115)
zich door(2,156)
bij siemens(2,52)
kabinet van(2,156)
oeso meent(2,2)
gaat te(2,156)
studeert op(2,56)
op nieuwe(2,156)
spreiding rijksdiensten(2,19)
over economie(2,68)
wijst uit(2,103)
zij gaan(2,156)
gaan van(2,156)
van hun(2,156)
hun fouten(2,95)
leren op(2,111)
met ogem(2,9)
opslag voor(2,94)
voor japanse(2,56)
japanse arbeiders(2,17)
street in(2,95)
in ban(2,130)
telegraaf op(2,120)
wereldranglijst van(2,44)
van grote(2,86)
unilever en(2,66)
en philips(2,146)
bij bouw(2,90)
bouw van(2,156)
van supertankers(2,10)
tegen 1980(2,26)
de koek(2,156)
koek is(2,125)
hal en(2,146)
en ksh(2,6)
vooral akzo(2,14)
heeft na(2,156)
na goed(2,132)
opleving niet(2,24)
niet spectaculair(2,46)
amerika staat(2,94)
voor economisch(2,78)
resultaten blijven(2,47)
unilever begon(2,18)
begon dit(2,112)
jaar zeer(2,156)
zeer slecht(2,156)
lagere omzet(2,36)
omzet en(2,155)
en winst(2,142)
bij thv(2,1)
thv en(2,2)
en lindeteves(2,28)
het partijbestuur(2,104)
de groot(2,156)
beschuldigd van(2,156)
serve overhof(2,20)
fusie met(2,103)
de kamer(2,156)
fors op(2,42)
op retour(2,65)
tijd voor(2,156)
bestuur blijft(2,122)
bij 12(2,151)
12 meer(2,86)
winst per(2,130)
per aandeel(2,156)
we eten(2,101)
schuldig aan(2,156)
beurs nu(2,49)
nu zeer(2,156)
vakbonden in(2,91)
in scheepsbouw(2,33)
door coos(2,8)
coos verweij(2,4)
den haag(2,156)
concludeert uit(2,77)
uit onderzoek(2,69)
bedrijven hebben(2,95)
aan goed(2,156)
goed hoger(2,25)
hoger personeel(2,48)
personeel door(2,137)
bij nader(2,156)
nader inzien(2,154)
inflatie door(2,47)
buitenlandse zaken(2,107)
zaken door(2,156)
door dr(2,156)
nog net(2,140)
eerste zes(2,156)
zes maanden(2,156)
maanden van(2,156)
gelder in(2,139)
tweede jaarhelft(2,23)
op verlies(2,118)
het derde(2,156)
winst kon(2,99)
kon shell(2,39)
met 29(2,156)
de crisis(2,156)
iets op(2,156)
bij kalme(2,114)
kalme handel(2,89)
street toch(2,2)
toch in(2,156)
stoom af(2,76)
af na(2,142)
na winst(2,28)
street bleef(2,24)
bleef goed(2,137)
goed gestemd(2,143)
in reactie(2,111)
is de(2,156)
kon olie(2,72)
vast bij(2,153)
bij uiterst(2,94)
grote omzet(2,54)
sterk gedaald(2,128)
gedaald op(2,116)
flauw van(2,115)
ford maakt(2,9)
congres van(2,156)
de cpn(2,58)
reacties op(2,78)
goed de(2,156)
de zeventiger(2,85)
zeventiger jaren(2,87)
vraagt om(2,156)
om ingrijpen(2,38)
goed tussen(2,50)
tussen hoop(2,48)
hoop en(2,156)
en vrees(2,156)
crisis of(1,84)
miljard voor(1,45)
voor bestrijding(1,108)
te lijf(1,154)
hoe ziet(1,122)
ziet een(1,156)
recessie het(1,12)
het hoofd(1,156)
hoofd bieden(1,146)
uitdaging voor(1,80)
voor van(1,156)
snel voorbij(1,115)
grootste vijand(1,135)
in zwart(1,156)
zwart rood(1,107)
rood goud(1,53)
bereikt ook(1,97)
voelbaar in(1,73)
treft het(1,153)
het toerisme(1,100)
remt de(1,70)
vraag naar(1,156)
naar gas(1,60)
aarzelen met(1,103)
verlies in(1,156)
moeilijkheden door(1,114)
door recessie(1,3)
aluminium industrie(1,21)
wacht op(1,156)
op einde(1,137)
monetaire conferentie(1,21)
economie gaat(1,33)
gaat zich(1,143)
zich herstellen(1,108)
herstellen van(1,156)
verband tussen(1,69)
gang van(1,156)
van zaken(1,156)
nationaal grondbezit(1,85)
recessie is(1,27)
rotterdamse haven(1,60)
sterk onder(1,139)
amerikaanse minister(1,60)
wordt eerst(1,156)
nog erger(1,156)
recessie nu(1,4)
volksvijand nummer(1,41)
wij staan(1,156)
vs in(1,133)
gezamenlijk met(1,156)
met europa(1,155)
merkte tot(1,65)
tot eind(1,120)
eind maart(1,91)
niets van(1,156)
dieptepunt van(1,66)
recessie voorbij(1,6)
gevolg van(1,156)
van faillissementen(1,94)
faillissementen en(1,99)
werkt met(1,152)
met verlies(1,156)
blijft groot(1,114)
economie komt(1,20)
komt niet(1,156)
op niveau(1,82)
niveau van(1,119)
van voor(1,156)
door ervaring(1,138)
leidt tot(1,156)
tot nieuwe(1,156)
nieuwe inflatie(1,32)
wijzen op(1,156)
op eind(1,123)
barometer in(1,81)
naar mooi(1,66)
mooi weer(1,141)
symbool voor(1,97)
ergste van(1,146)
estel hoogovens(1,10)
hoogovens in(1,113)
eerste helft(1,156)
slecht resultaat(1,87)
stond weer(1,113)
in teken(1,50)
van zich(1,156)
domper op(1,94)
economie is(1,86)
recessie nog(1,10)
steeds niet(1,156)
slaat in(1,156)
hard toe(1,75)
geen aanwijzingen(1,105)
aanwijzingen voor(1,132)
voor einde(1,123)
einde van(1,156)
in auto(1,91)
prijsverhogingen en(1,43)
1974 af(1,11)
nederlandsche bank(1,156)
aanval op(1,156)
op lonen(1,45)
strijd in(1,156)
belangrijke rol(1,156)
rol meer(1,100)
meer moeilijkheden(1,109)
afzet van(1,151)
van diamanten(1,146)
recessie zal(1,19)
zal langzaam(1,65)
bank van(1,156)
van engeland(1,156)
voor bescherming(1,116)
bescherming van(1,156)
van honderdduizenden(1,123)
fractie in(1,133)
eerste kamer(1,156)
onderwijs niet(1,156)
niet aan(1,156)
aan kapitalistische(1,16)
ford tijdens(1,2)
tijdens bezoek(1,28)
bezoek aan(1,156)
aan west(1,93)
laatste stap(1,96)
stap tegen(1,41)
argentijnse regering(1,56)
ook klm(1,34)
de kostprijs(1,113)
maatregelen vooral(1,57)
vooral gericht(1,106)
gericht op(1,127)
op bevordering(1,148)
bevordering van(1,156)
duitsland trekt(1,12)
miljard uit(1,39)
uit in(1,156)
in strijd(1,156)
1974 met(1,26)
18,4 procent(1,18)
procent gedaald(1,70)
een verdere(1,143)
plannen om(1,152)
consumptie te(1,115)
te bevorderen(1,156)
investeringen te(1,48)
te vergroten(1,66)
ook met(1,156)
in bouw(1,143)
friese bedrijfsleven(1,46)
stelde zich(1,156)
zich goed(1,156)
goed te(1,156)
te weer(1,155)
weer tegen(1,130)
import van(1,112)
uyl ziet(1,17)
halfjaar niet(1,57)
niet dalen(1,87)
dalen maar(1,133)
regering doet(1,86)
doet niets(1,156)
kabinet den(1,129)
treedt niet(1,141)
op tegen(1,156)
de massa(1,156)
blijft uit(1,149)
japan is(1,148)
de grote(1,98)
grote leider(1,58)
leider van(1,152)
het type(1,132)
zou dan(1,156)
dan de(1,156)
de man(1,156)
man moeten(1,144)
moeten zijn(1,156)
zijn die(1,156)
die grote(1,75)
grote schoonmaak(1,58)
houdt in(1,156)
de japanse(1,86)
bureaucratie en(1,107)
